geneId	symbol
ENSMUSG00000088761.1	Gm24392
ENSMUSG00000112661.1	RP24-119O6.2
ENSMUSG00000075024.2	Gm10803
ENSMUSG00000036197.15	Gxylt1
ENSMUSG00000091080.2	Prr23a1
ENSMUSG00000110468.1	Gm45825
ENSMUSG00000102088.6	Gm21064
ENSMUSG00000109498.1	Gm45222
ENSMUSG00000041624.10	Gucy1a2
ENSMUSG00000020628.15	Trappc12
ENSMUSG00000061342.5	Olfr1168
ENSMUSG00000109356.1	Gm45118
ENSMUSG00000107911.1	Gm7565
ENSMUSG00000099179.1	Gm27980
ENSMUSG00000019948.4	Actr6
ENSMUSG00000075576.12	Gm12359
ENSMUSG00000029363.14	Rfc5
ENSMUSG00000103925.1	B230112G18Rik
ENSMUSG00000101288.1	Gm28342
ENSMUSG00000077410.1	Gm23750
ENSMUSG00000106481.1	Trav15d-3
ENSMUSG00000105486.1	Gm3372
ENSMUSG00000084394.1	Gm8111
ENSMUSG00000039831.16	Arhgap29
ENSMUSG00000104310.1	Gm4081
ENSMUSG00000106347.1	Mir5615-1
ENSMUSG00000091831.4	Gm4707
ENSMUSG00000061288.13	Taok3
ENSMUSG00000029922.15	Mkrn1
ENSMUSG00000082513.1	Gm15374
ENSMUSG00000036745.15	Ttll7
ENSMUSG00000032852.3	Rspo4
ENSMUSG00000036450.4	Hif1an
ENSMUSG00000110940.1	Olfr274-ps1
ENSMUSG00000050102.5	Vmn1r235
ENSMUSG00000040620.15	Dhx33
ENSMUSG00000076459.1	Mir758
ENSMUSG00000037416.12	Dmxl1
ENSMUSG00000003070.6	Efna2
ENSMUSG00000070594.10	Gm4788
ENSMUSG00000026830.9	Ermn
ENSMUSG00000054716.4	Zfp771
ENSMUSG00000090907.1	C030017D09Rik
ENSMUSG00000093664.2	Obox4-ps37
ENSMUSG00000102993.1	Gm37765
ENSMUSG00000087584.1	Gm14457
ENSMUSG00000096407.2	Ighv6-5
ENSMUSG00000049624.14	Slc17a5
ENSMUSG00000022034.9	Esco2
ENSMUSG00000029361.18	Nos1
ENSMUSG00000003099.11	Ppp5c
ENSMUSG00000056692.12	D17Wsu92e
ENSMUSG00000073965.1	Olfr568
ENSMUSG00000087405.1	Gm14232
ENSMUSG00000101835.1	Gm21734
ENSMUSG00000050468.12	Astl
ENSMUSG00000064697.1	Gm24147
ENSMUSG00000097850.2	4631405K08Rik
ENSMUSG00000095618.1	Gm26246
ENSMUSG00000110919.1	RP23-99D11.7
ENSMUSG00000020159.8	Gabrp
ENSMUSG00000085029.1	Gm13569
ENSMUSG00000022544.13	Eef2kmt
ENSMUSG00000112197.1	RP23-113I7.2
ENSMUSG00000074136.9	4930513N10Rik
ENSMUSG00000108188.1	Gm43865
ENSMUSG00000065126.1	Snord104
ENSMUSG00000024266.8	Adad2
ENSMUSG00000106688.1	Gm42851
ENSMUSG00000041482.16	Piezo2
ENSMUSG00000106547.1	B230303O12Rik
ENSMUSG00000085781.1	Gm15640
ENSMUSG00000101481.1	1700123O21Rik
ENSMUSG00000051379.12	Flrt3
ENSMUSG00000085591.1	Gm13479
ENSMUSG00000028639.14	Ybx1
ENSMUSG00000103108.2	Rncr4
ENSMUSG00000086517.1	Gm12534
ENSMUSG00000035173.14	Ccdc186
ENSMUSG00000085277.1	Gm13943
ENSMUSG00000062232.14	Rapgef2
ENSMUSG00000112481.1	RP24-141K13.3
ENSMUSG00000022157.7	Mcpt8
ENSMUSG00000017003.7	Svs3a
ENSMUSG00000098980.1	Mir6397
ENSMUSG00000020361.13	Hspa4
ENSMUSG00000026959.13	Grin1
ENSMUSG00000023791.15	Pigx
ENSMUSG00000101965.1	Gm29129
ENSMUSG00000098749.1	Gm27477
ENSMUSG00000086262.7	A930031H19Rik
ENSMUSG00000016984.7	Etaa1
ENSMUSG00000092374.1	Gm6623
ENSMUSG00000094846.4	Olfr1487
ENSMUSG00000097015.2	Gm26705
ENSMUSG00000107790.1	Olfr783-ps1
ENSMUSG00000103378.1	Gm37176
ENSMUSG00000095547.1	Gm10719
ENSMUSG00000112107.1	RP24-200F4.5
ENSMUSG00000020875.9	Hoxb9
ENSMUSG00000075470.1	Alg10b
ENSMUSG00000021506.7	Pitx1
ENSMUSG00000104338.1	Gm9131
ENSMUSG00000021213.11	Akr1c13
ENSMUSG00000106031.1	Gm8848
ENSMUSG00000039427.14	Alg1
ENSMUSG00000032305.15	Fam219b
ENSMUSG00000062826.7	Ces2f
ENSMUSG00000102498.1	Gm19445
ENSMUSG00000077784.1	Gm23911
ENSMUSG00000086333.1	1700120E14Rik
ENSMUSG00000011589.8	Fsd1
ENSMUSG00000059610.5	Olfr222
ENSMUSG00000102739.1	Gm20772
ENSMUSG00000085751.1	Gm15412
ENSMUSG00000020564.17	Atxn7l1
ENSMUSG00000104650.1	Trav22
ENSMUSG00000106155.1	Gm43495
ENSMUSG00000105002.1	Mir6375
ENSMUSG00000049737.2	Olfr1361
ENSMUSG00000065511.1	Mir129-2
ENSMUSG00000083404.1	Gm13019
ENSMUSG00000100869.1	Gm20846
ENSMUSG00000081985.1	Gng2-ps1
ENSMUSG00000035179.3	Ppp1r32
ENSMUSG00000020153.14	Ndufs7
ENSMUSG00000051107.4	Gm15440
ENSMUSG00000078941.9	Ak6
ENSMUSG00000020869.8	Lrrc59
ENSMUSG00000089214.1	Mir1931
ENSMUSG00000076759.3	Trav2
ENSMUSG00000101078.3	Olfr1166
ENSMUSG00000032307.16	Ube2q2
ENSMUSG00000090655.1	Vmn2r120
ENSMUSG00000030990.18	Pgap2
ENSMUSG00000107599.1	Gm43981
ENSMUSG00000032719.4	Sbspon
ENSMUSG00000036885.14	Arhgef26
ENSMUSG00000087266.2	Gm15991
ENSMUSG00000021098.14	4930447C04Rik
ENSMUSG00000092622.8	Khdc3
ENSMUSG00000096129.2	Trav12d-2
ENSMUSG00000099357.1	Scgb1b1-ps
ENSMUSG00000060244.1	Alyref2
ENSMUSG00000043948.2	Olfr691
ENSMUSG00000104571.1	Gm43010
ENSMUSG00000029614.13	Rpl6
ENSMUSG00000037762.6	Slc16a9
ENSMUSG00000092618.2	Btnl6
ENSMUSG00000034297.14	Med13
ENSMUSG00000031972.5	Acta1
ENSMUSG00000075224.8	Lrrc55
ENSMUSG00000075119.2	Olfr1197
ENSMUSG00000092887.1	Snord53
ENSMUSG00000020151.16	Ptprr
ENSMUSG00000101900.1	Mrgprb12-ps
ENSMUSG00000038582.15	Pptc7
ENSMUSG00000094624.1	Gm4836
ENSMUSG00000021458.16	2010111I01Rik
ENSMUSG00000112032.1	RP23-440N1.5
ENSMUSG00000002379.6	Ndufa11
ENSMUSG00000109079.1	Gm44755
ENSMUSG00000107710.1	Gm5307
ENSMUSG00000072983.4	4933414I15Rik
ENSMUSG00000104771.1	Gm44394
ENSMUSG00000022637.10	Cblb
ENSMUSG00000103369.1	Gm6546
ENSMUSG00000094322.2	Ighv9-4
ENSMUSG00000035861.6	Tmprss11b
ENSMUSG00000092897.1	Gm23812
ENSMUSG00000094589.1	Vmn1r118
ENSMUSG00000094349.1	Gm8082
ENSMUSG00000083211.1	Gm13737
ENSMUSG00000105049.1	Gm42486
ENSMUSG00000096052.1	9930004E17Rik
ENSMUSG00000081911.1	Mrps36-ps2
ENSMUSG00000103332.1	Pcdhga2
ENSMUSG00000051650.10	B3gnt2
ENSMUSG00000070883.3	Ccdc173
ENSMUSG00000104765.1	Gm43058
ENSMUSG00000080805.1	Gm11219
ENSMUSG00000105457.1	Gm43200
ENSMUSG00000078794.4	Dact3
ENSMUSG00000083059.3	Olfr268-ps1
ENSMUSG00000093716.1	Gm19815
ENSMUSG00000111320.1	RP23-292G1.4
ENSMUSG00000094530.2	Gm21399
ENSMUSG00000080984.1	Gm14469
ENSMUSG00000021270.13	Hsp90aa1
ENSMUSG00000095869.1	Ppp1r2-ps6
ENSMUSG00000061984.6	Olfr392
ENSMUSG00000108412.1	Gm45005
ENSMUSG00000037166.5	Ppp1r14a
ENSMUSG00000103560.1	Gm38070
ENSMUSG00000007591.14	Tssk4
ENSMUSG00000106627.1	Gm21680
ENSMUSG00000096352.1	Gm25708
ENSMUSG00000082443.1	Gm12604
ENSMUSG00000085845.7	Gm13944
ENSMUSG00000063109.13	Dgkeos
ENSMUSG00000078625.10	Gm12789
ENSMUSG00000102231.1	1700074A21Rik
ENSMUSG00000024146.9	Cript
ENSMUSG00000088820.1	Gm25224
ENSMUSG00000052105.16	Mtcl1
ENSMUSG00000034312.14	Iqsec1
ENSMUSG00000099728.1	Gm8510
ENSMUSG00000044165.12	Bcl2l15
ENSMUSG00000080506.1	Gm25042
ENSMUSG00000073768.3	Olfr1330
ENSMUSG00000107631.1	Gm44233
ENSMUSG00000048349.9	Pou4f1
ENSMUSG00000065013.1	Gm23508
ENSMUSG00000103348.1	Gm37053
ENSMUSG00000080891.4	Olfr587-ps1
ENSMUSG00000098362.1	Mir130c
ENSMUSG00000022639.14	Dubr
ENSMUSG00000087940.1	Gm24246
ENSMUSG00000105447.1	Gm43653
ENSMUSG00000030994.15	D7Ertd443e
ENSMUSG00000029188.14	Slc34a2
ENSMUSG00000020483.14	Dynll2
ENSMUSG00000094762.1	Gm10670
ENSMUSG00000104797.1	Mir1897
ENSMUSG00000099773.1	Hmgb1-rs16
ENSMUSG00000084439.1	Gm23430
ENSMUSG00000052738.14	Suclg1
ENSMUSG00000107625.1	Gm34149
ENSMUSG00000020485.14	Supt4a
ENSMUSG00000108809.1	Gm45228
ENSMUSG00000103586.5	5830405F06Rik
ENSMUSG00000093530.1	Vmn1r-ps12
ENSMUSG00000089149.1	Gm22282
ENSMUSG00000078032.1	Mir291b
ENSMUSG00000101978.1	1700063O14Rik
ENSMUSG00000068314.4	Gm6899
ENSMUSG00000092265.2	Gm5682
ENSMUSG00000038602.7	Slc35f1
ENSMUSG00000097128.1	Gm26884
ENSMUSG00000030748.9	Il4ra
ENSMUSG00000071033.1	Gm10308
ENSMUSG00000070225.1	n-R5s33
ENSMUSG00000086185.1	1700036O09Rik
ENSMUSG00000026822.14	Lcn2
ENSMUSG00000001632.16	Brpf1
ENSMUSG00000088891.1	Gm22516
ENSMUSG00000107037.1	Gm29793
ENSMUSG00000037405.8	Icam1
ENSMUSG00000097862.1	Gm26859
ENSMUSG00000087636.1	Gm4660
ENSMUSG00000093663.1	Gm7171
ENSMUSG00000064844.1	Gm26202
ENSMUSG00000053754.13	Chd8
ENSMUSG00000040570.14	Rundc3b
ENSMUSG00000043592.15	Unc5cl
ENSMUSG00000021096.10	Ppm1a
ENSMUSG00000089458.1	Gm24221
ENSMUSG00000020703.3	5530401A14Rik
ENSMUSG00000070023.5	Gm10283
ENSMUSG00000085938.1	Gm14371
ENSMUSG00000052962.3	Mrpl35
ENSMUSG00000048040.8	Arxes2
ENSMUSG00000104432.1	A430027C01Rik
ENSMUSG00000006056.13	Calcoco2
ENSMUSG00000105137.1	Gm42869
ENSMUSG00000099969.1	Gm28960
ENSMUSG00000100681.1	1700064J06Rik
ENSMUSG00000060827.2	Olfr1193
ENSMUSG00000094548.1	Gm25221
ENSMUSG00000087206.1	Gm16175
ENSMUSG00000092331.1	Vmn1r-ps66
ENSMUSG00000081659.1	Gm14917
ENSMUSG00000071265.10	1700086L19Rik
ENSMUSG00000065464.2	Mir185
ENSMUSG00000103742.1	Gm38240
ENSMUSG00000086359.1	9630013K17Rik
ENSMUSG00000028899.11	Taf12
ENSMUSG00000100048.1	Gm28603
ENSMUSG00000111885.1	RP24-119O6.1
ENSMUSG00000099975.1	Gm21617
ENSMUSG00000040618.6	Pck2
ENSMUSG00000102849.1	Gm37658
ENSMUSG00000098037.1	Gm7765
ENSMUSG00000027514.14	Zbp1
ENSMUSG00000100076.1	Gm20963
ENSMUSG00000020017.14	Hal
ENSMUSG00000085486.2	Gm11634
ENSMUSG00000095495.2	Trav9d-3
ENSMUSG00000056770.15	Setd3
ENSMUSG00000081177.1	Gm12509
ENSMUSG00000064876.1	Gm23378
ENSMUSG00000097040.6	2610316D01Rik
ENSMUSG00000087387.1	Gm15420
ENSMUSG00000108878.1	RP24-343G19.3
ENSMUSG00000046139.7	Patl1
ENSMUSG00000109946.1	D2Bwg1423e
ENSMUSG00000039286.12	Fndc3b
ENSMUSG00000088071.1	Gm22818
ENSMUSG00000082746.1	Rps12-ps1
ENSMUSG00000077682.1	Gm22493
ENSMUSG00000102747.1	Gm37602
ENSMUSG00000057170.5	Prl3d1
ENSMUSG00000112415.1	RP24-124N8.2
ENSMUSG00000097608.1	Gm7952
ENSMUSG00000102646.1	Gm19694
ENSMUSG00000026630.9	Batf3
ENSMUSG00000093411.1	Vmn1r17
ENSMUSG00000096973.1	Gm5974
ENSMUSG00000042042.14	Csgalnact2
ENSMUSG00000019505.7	Ubb
ENSMUSG00000108842.1	Gm45001
ENSMUSG00000086078.1	Gm11657
ENSMUSG00000051022.7	Hs3st1
ENSMUSG00000108348.2	Gm42372
ENSMUSG00000067869.4	Tcea1-ps1
ENSMUSG00000107572.1	Gm3961
ENSMUSG00000020116.7	Pno1
ENSMUSG00000025464.15	Paox
ENSMUSG00000002459.17	Rgs20
ENSMUSG00000094161.1	Gm21904
ENSMUSG00000102133.1	Gm37106
ENSMUSG00000077417.1	Gm23746
ENSMUSG00000061367.3	Olfr771
ENSMUSG00000090440.1	Gm9732
ENSMUSG00000007457.3	2310003L06Rik
ENSMUSG00000037742.14	Eef1a1
ENSMUSG00000100094.1	1810008I18Rik
ENSMUSG00000085454.1	Grip1os3
ENSMUSG00000082065.1	Mup-ps14
ENSMUSG00000045394.8	Epcam
ENSMUSG00000025497.15	Cdhr5
ENSMUSG00000110943.1	RP23-196E17.1
ENSMUSG00000004948.12	Zp3
ENSMUSG00000108748.1	Gm44579
ENSMUSG00000082079.1	Dnmt3c-ps
ENSMUSG00000103865.1	Gm37416
ENSMUSG00000108488.1	Gm44979
ENSMUSG00000037820.15	Tgm2
ENSMUSG00000112409.1	RP24-147J7.1
ENSMUSG00000088783.1	Gm25374
ENSMUSG00000093385.3	A330044P14Rik
ENSMUSG00000031727.8	Pmfbp1
ENSMUSG00000076251.1	Mir501
ENSMUSG00000040331.16	Nsmce4a
ENSMUSG00000109532.1	Gm44810
ENSMUSG00000087328.1	Gm12120
ENSMUSG00000100884.1	Gm28281
ENSMUSG00000025784.5	Clec3b
ENSMUSG00000036781.13	Rps27l
ENSMUSG00000109184.1	Olfr1478-ps1
ENSMUSG00000023965.13	Fbxl17
ENSMUSG00000110595.1	Gm7990
ENSMUSG00000005045.16	Chd5
ENSMUSG00000055541.17	Lair1
ENSMUSG00000020664.10	Dld
ENSMUSG00000110583.1	Gm7639
ENSMUSG00000046822.12	Slc39a3
ENSMUSG00000000094.12	Tbx4
ENSMUSG00000111503.1	RP24-271G1.1
ENSMUSG00000026554.15	Dcaf8
ENSMUSG00000047583.9	Tyw3
ENSMUSG00000087322.1	Gm16075
ENSMUSG00000079605.4	Zbtb9
ENSMUSG00000065590.1	Mir212
ENSMUSG00000110589.1	Gm45754
ENSMUSG00000030068.4	Gm20696
ENSMUSG00000099967.1	Gm28212
ENSMUSG00000096715.2	Igkv3-4
ENSMUSG00000106463.1	Mir1291
ENSMUSG00000026556.15	Vangl2
ENSMUSG00000085000.1	Gm14553
ENSMUSG00000101486.1	Gm4405
ENSMUSG00000082378.2	Olfr408-ps1
ENSMUSG00000100341.1	Gm29478
ENSMUSG00000043274.3	Olfr1123
ENSMUSG00000107206.1	Gm42736
ENSMUSG00000104367.1	Gm38079
ENSMUSG00000028964.14	Park7
ENSMUSG00000077602.1	Gm22672
ENSMUSG00000106927.1	Gm43598
ENSMUSG00000086514.1	Gm11747
ENSMUSG00000028745.18	Capzb
ENSMUSG00000040280.10	Ndufa4l2
ENSMUSG00000044982.6	Sft2d3
ENSMUSG00000036052.14	Dnajb5
ENSMUSG00000103252.1	Gm37521
ENSMUSG00000024958.12	Gpr137
ENSMUSG00000098505.2	Gm14496
ENSMUSG00000086941.1	Gm2020
ENSMUSG00000022827.14	Rabl3
ENSMUSG00000106473.1	Gm19089
ENSMUSG00000065916.1	Gm24446
ENSMUSG00000101301.1	Gm29214
ENSMUSG00000032648.14	Pygm
ENSMUSG00000106854.1	Gm42850
ENSMUSG00000082217.1	Gm1401
ENSMUSG00000086730.2	Platr12
ENSMUSG00000076219.1	Mir487b
ENSMUSG00000029482.4	Aacs
ENSMUSG00000057691.8	Zfp746
ENSMUSG00000081290.1	Gm12520
ENSMUSG00000100169.1	Gm29087
ENSMUSG00000097387.1	4930563E18Rik
ENSMUSG00000109241.1	Gm7434
ENSMUSG00000106450.1	Gm43018
ENSMUSG00000096444.1	Gm26139
ENSMUSG00000081082.1	Gm14937
ENSMUSG00000112826.1	RP24-137E16.1
ENSMUSG00000027376.15	Prom2
ENSMUSG00000074527.11	Gm14296
ENSMUSG00000036975.5	Tmem177
ENSMUSG00000082207.1	Gm12998
ENSMUSG00000034164.17	Emid1
ENSMUSG00000077783.1	Gm23907
ENSMUSG00000100175.6	1700025M24Rik
ENSMUSG00000005534.10	Insr
ENSMUSG00000112572.1	RP24-63J23.1
ENSMUSG00000096999.1	Gm26793
ENSMUSG00000099797.1	Gm3145
ENSMUSG00000101027.1	Gm28794
ENSMUSG00000095655.1	H2al1f
ENSMUSG00000024067.13	Dpy30
ENSMUSG00000109142.1	Gm44600
ENSMUSG00000022753.15	Tmem30c
ENSMUSG00000091902.1	Gm6918
ENSMUSG00000077021.2	Mir467d
ENSMUSG00000035578.15	Iqcg
ENSMUSG00000075079.3	Olfr1249
ENSMUSG00000028451.12	1700022I11Rik
ENSMUSG00000110598.1	Gm45854
ENSMUSG00000110416.1	Gm19248
ENSMUSG00000027559.5	Car3
ENSMUSG00000100657.1	Gm28862
ENSMUSG00000111930.1	RP23-464F22.2
ENSMUSG00000082045.4	Gm11585
ENSMUSG00000097924.2	A730020E08Rik
ENSMUSG00000006705.12	Pknox1
ENSMUSG00000093159.1	Gm25037
ENSMUSG00000030341.17	Tnfrsf1a
ENSMUSG00000086976.1	Gm12316
ENSMUSG00000052565.6	Hist1h1d
ENSMUSG00000037972.6	Snn
ENSMUSG00000049708.9	Olfr27
ENSMUSG00000097795.1	Gm7678
ENSMUSG00000093899.1	Gm5645
ENSMUSG00000022789.14	Dnm1l
ENSMUSG00000030553.3	Pgpep1l
ENSMUSG00000052921.13	Arhgef15
ENSMUSG00000079457.9	Gm7609
ENSMUSG00000065926.1	Gm22798
ENSMUSG00000053198.13	Prx
ENSMUSG00000064494.1	Gm22063
ENSMUSG00000004285.12	Atp6v1f
ENSMUSG00000088730.1	Gm23892
ENSMUSG00000083103.1	Gm6429
ENSMUSG00000062319.2	Gm10115
ENSMUSG00000061518.10	Cox5b
ENSMUSG00000092339.1	Gm4831
ENSMUSG00000112239.1	RP23-349H12.3
ENSMUSG00000081511.1	Gm11475
ENSMUSG00000099591.1	Gm17969
ENSMUSG00000102012.1	1700022F17Rik
ENSMUSG00000016534.15	Lamp2
ENSMUSG00000041523.3	Upk2
ENSMUSG00000091926.2	Vmn2r62
ENSMUSG00000084607.1	Gm22208
ENSMUSG00000049303.10	Syt12
ENSMUSG00000104718.1	Gm43030
ENSMUSG00000081799.1	Gm14071
ENSMUSG00000089583.1	Gm23342
ENSMUSG00000082376.1	Gm14442
ENSMUSG00000101035.1	Gm28451
ENSMUSG00000074923.10	Pak6
ENSMUSG00000037960.10	Card19
ENSMUSG00000096620.1	Gm5169
ENSMUSG00000090942.1	F830016B08Rik
ENSMUSG00000081002.1	Gm14240
ENSMUSG00000028573.18	Fggy
ENSMUSG00000105053.1	Gm43064
ENSMUSG00000081978.1	Gm14895
ENSMUSG00000028457.18	Atp8b5
ENSMUSG00000107954.1	Gm43942
ENSMUSG00000098974.1	Gm27505
ENSMUSG00000107307.1	Gm42935
ENSMUSG00000104226.1	Gm7470
ENSMUSG00000084180.1	Gm15237
ENSMUSG00000025129.2	Ppp1r27
ENSMUSG00000077260.1	Gm24869
ENSMUSG00000081038.2	Olfr626-ps1
ENSMUSG00000064939.1	Gm23721
ENSMUSG00000025224.14	Gbf1
ENSMUSG00000093867.7	Gsdmcl2
ENSMUSG00000047733.10	Tmem262
ENSMUSG00000108420.1	Gm45141
ENSMUSG00000105043.1	Igkv1-108
ENSMUSG00000028455.15	Stoml2
ENSMUSG00000080802.1	Gm13804
ENSMUSG00000028837.8	Psmb2
ENSMUSG00000024515.13	Smad4
ENSMUSG00000100017.1	2410022M11Rik
ENSMUSG00000042045.6	Sln
ENSMUSG00000076217.1	Mir706
ENSMUSG00000104558.1	Gm44403
ENSMUSG00000088651.1	Gm24853
ENSMUSG00000026176.13	Ctdsp1
ENSMUSG00000098668.1	Gm27210
ENSMUSG00000021493.15	Pdlim7
ENSMUSG00000084368.1	Gm11572
ENSMUSG00000056579.17	Tug1
ENSMUSG00000097914.1	Gm26838
ENSMUSG00000110521.1	Olfr856-ps1
ENSMUSG00000101029.1	Gm29439
ENSMUSG00000081690.1	Gm12317
ENSMUSG00000107658.1	Gm44958
ENSMUSG00000094597.1	Gm4810
ENSMUSG00000110989.1	RP24-201N16.3
ENSMUSG00000112627.1	RP23-413G8.2
ENSMUSG00000074620.6	Gm10731
ENSMUSG00000086107.1	Gm16312
ENSMUSG00000108939.2	Olfr500-ps1
ENSMUSG00000044279.15	Crb3
ENSMUSG00000086376.2	1700071G01Rik
ENSMUSG00000040013.11	Fkbp6
ENSMUSG00000001918.17	Slc1a5
ENSMUSG00000043073.10	Usp17le
ENSMUSG00000022508.5	Bcl6
ENSMUSG00000028575.11	Eqtn
ENSMUSG00000102888.1	Ighv1-11
ENSMUSG00000096420.2	Ighd5-6
ENSMUSG00000054793.8	Cadm4
ENSMUSG00000084154.1	Gm15644
ENSMUSG00000042976.6	9930038B18Rik
ENSMUSG00000029089.8	5730480H06Rik
ENSMUSG00000028126.16	Pip5k1a
ENSMUSG00000019804.12	Snx3
ENSMUSG00000092852.1	Mir5103
ENSMUSG00000026809.15	Spaca9
ENSMUSG00000023192.12	Grm2
ENSMUSG00000059379.3	Olfr1014
ENSMUSG00000091007.1	D630036H23Rik
ENSMUSG00000021466.11	Ptch1
ENSMUSG00000088417.1	Gm24238
ENSMUSG00000104912.1	Gm43023
ENSMUSG00000025202.7	Scd3
ENSMUSG00000105896.1	Gm43311
ENSMUSG00000019806.13	Aig1
ENSMUSG00000064524.1	Gm26441
ENSMUSG00000105987.4	AI506816
ENSMUSG00000093214.1	Gm25248
ENSMUSG00000025776.13	Crispld1
ENSMUSG00000081950.1	Gm11600
ENSMUSG00000003190.12	Bcl2l12
ENSMUSG00000104383.1	Gm37553
ENSMUSG00000107887.1	Gm43950
ENSMUSG00000094463.1	Gm8546
ENSMUSG00000098881.1	Mir6927
ENSMUSG00000112913.1	RP23-465J13.1
ENSMUSG00000040657.3	1700063H04Rik
ENSMUSG00000030826.19	Bcat2
ENSMUSG00000053360.4	F730035P03Rik
ENSMUSG00000035560.4	Wdr20rt
ENSMUSG00000108925.1	Gm19880
ENSMUSG00000024868.8	Dkk1
ENSMUSG00000031919.6	Tmed6
ENSMUSG00000112344.1	RP23-326O5.6
ENSMUSG00000105997.1	Gm44333
ENSMUSG00000110824.1	RP24-189I2.5
ENSMUSG00000093011.1	Mir100
ENSMUSG00000084762.1	Platr3
ENSMUSG00000032702.16	Kank1
ENSMUSG00000085677.7	4930594O21Rik
ENSMUSG00000088955.1	Gm24944
ENSMUSG00000041341.9	Atg2b
ENSMUSG00000086253.1	Gm13773
ENSMUSG00000100714.6	2010308F09Rik
ENSMUSG00000092111.1	Vmn2r113
ENSMUSG00000081026.1	Gm11855
ENSMUSG00000083496.1	Gm11263
ENSMUSG00000027770.5	Dhx36
ENSMUSG00000085667.1	Gm12992
ENSMUSG00000112245.1	RP23-382A18.2
ENSMUSG00000105134.1	Gm42923
ENSMUSG00000099464.1	Gm5260
ENSMUSG00000083375.1	Gm15057
ENSMUSG00000085394.1	2210414B05Rik
ENSMUSG00000106517.1	Gm42634
ENSMUSG00000098240.1	Gm4575
ENSMUSG00000025085.16	Ablim1
ENSMUSG00000019699.16	Akt3
ENSMUSG00000071359.13	Tbpl1
ENSMUSG00000087899.1	Mir1942
ENSMUSG00000106808.1	Gm42745
ENSMUSG00000100000.6	1700023F02Rik
ENSMUSG00000022464.13	Slc38a4
ENSMUSG00000024862.16	Klc2
ENSMUSG00000068341.8	Reg3d
ENSMUSG00000106705.1	Gm2602
ENSMUSG00000042410.15	Agps
ENSMUSG00000043614.13	Vps37d
ENSMUSG00000072952.6	Gm5878
ENSMUSG00000096145.2	Vkorc1
ENSMUSG00000091404.1	Gm3140
ENSMUSG00000036632.9	Alg5
ENSMUSG00000084061.1	Gm4996
ENSMUSG00000074748.3	Atxn7l3b
ENSMUSG00000096151.2	Olfr477
ENSMUSG00000090608.1	Gm17200
ENSMUSG00000110819.1	Olfr1252
ENSMUSG00000109708.1	Gm45809
ENSMUSG00000039835.16	Nhsl1
ENSMUSG00000092487.1	Vmn1r-ps71
ENSMUSG00000072968.4	Gm17728
ENSMUSG00000088737.1	Gm23899
ENSMUSG00000093005.1	Gm24159
ENSMUSG00000081332.1	Gm12664
ENSMUSG00000025418.7	Bsnd
ENSMUSG00000022951.15	Rcan1
ENSMUSG00000096686.2	Gm20830
ENSMUSG00000102863.1	Gm37639
ENSMUSG00000102740.1	Gm37599
ENSMUSG00000046364.14	Rpl27a
ENSMUSG00000112909.1	RP24-547N4.5
ENSMUSG00000053318.7	Slamf8
ENSMUSG00000085793.1	Lin52
ENSMUSG00000083474.1	Gm15267
ENSMUSG00000080850.1	Gm12439
ENSMUSG00000025083.17	Afap1l2
ENSMUSG00000020078.16	Vps26a
ENSMUSG00000104080.1	Gm38279
ENSMUSG00000111375.2	A830010M20Rik
ENSMUSG00000101945.1	Gm29138
ENSMUSG00000086727.7	4931428L18Rik
ENSMUSG00000051081.7	Gm4847
ENSMUSG00000044221.14	Grsf1
ENSMUSG00000061144.5	Spink12
ENSMUSG00000100585.1	1700108J01Rik
ENSMUSG00000090877.3	Hspa1b
ENSMUSG00000077288.1	Gm25765
ENSMUSG00000102264.1	Gm30638
ENSMUSG00000029268.14	Ugt2a2
ENSMUSG00000107557.1	Gm21940
ENSMUSG00000111361.1	RP24-511J14.2
ENSMUSG00000043354.2	Olfr577
ENSMUSG00000087614.1	Gm12514
ENSMUSG00000042814.7	Mcts2
ENSMUSG00000092533.1	Vmn2r-ps72
ENSMUSG00000093091.1	Mir3089
ENSMUSG00000088073.1	Gm22817
ENSMUSG00000099495.1	Gm20800
ENSMUSG00000095805.1	Gm22092
ENSMUSG00000047034.9	Ankrd33
ENSMUSG00000021939.7	Ctsb
ENSMUSG00000094084.2	Tdpoz1
ENSMUSG00000064719.1	Gm25930
ENSMUSG00000070667.7	Rpl31-ps10
ENSMUSG00000085783.3	Gm9816
ENSMUSG00000022094.15	Slc39a14
ENSMUSG00000101522.1	Gm7837
ENSMUSG00000091803.7	Cox16
ENSMUSG00000065728.1	Gm26175
ENSMUSG00000094831.1	Gm25474
ENSMUSG00000022913.14	Psmg1
ENSMUSG00000026558.13	Uck2
ENSMUSG00000103158.5	Gm31925
ENSMUSG00000044783.16	Hjurp
ENSMUSG00000084412.1	Gm12044
ENSMUSG00000033373.16	Fntb
ENSMUSG00000091487.1	Gm6586
ENSMUSG00000073430.4	Gm10505
ENSMUSG00000083274.1	Zcchc9-ps
ENSMUSG00000107745.1	Gm43917
ENSMUSG00000062128.8	Olfr20
ENSMUSG00000111655.1	RP24-84C23.6
ENSMUSG00000084503.1	Gm25318
ENSMUSG00000101870.1	Gm21745
ENSMUSG00000094812.1	Gm22614
ENSMUSG00000084428.1	Gm25102
ENSMUSG00000093176.1	Mir5119
